Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
1	3	1	internal://	InInterests	0	0	0	0
1	3	1	internal://	OutInterests	0	0	0	0
1	3	1	internal://	InData	0	0	0	0
1	3	1	internal://	OutData	0	0	0	0
1	3	1	internal://	InNacks	0	0	0	0
1	3	1	internal://	OutNacks	0	0	0	0
1	3	1	internal://	InSatisfiedInterests	0	0	0	0
1	3	1	internal://	InTimedOutInterests	0	0	0	0
1	3	1	internal://	OutSatisfiedInterests	0.64	0	0	0
1	3	1	internal://	OutTimedOutInterests	0	0	0	0
1	3	256	geoFace://	InInterests	0	0	0	0
1	3	256	geoFace://	OutInterests	0.32	0.010625	0	0
1	3	256	geoFace://	InData	0	0	0	0
1	3	256	geoFace://	OutData	0	0	0	0
1	3	256	geoFace://	InNacks	0	0	0	0
1	3	256	geoFace://	OutNacks	0	0	0	0
1	3	256	geoFace://	InSatisfiedInterests	0	0	0	0
1	3	256	geoFace://	InTimedOutInterests	0	0	0	0
1	3	256	geoFace://	OutSatisfiedInterests	0.32	0	0	0
1	3	256	geoFace://	OutTimedOutInterests	0	0	0	0
1	3	257	internal://	InInterests	0	0	0	0
1	3	257	internal://	OutInterests	0	0	0	0
1	3	257	internal://	InData	0	0	0	0
1	3	257	internal://	OutData	0	0	0	0
1	3	257	internal://	InNacks	0	0	0	0
1	3	257	internal://	OutNacks	0	0	0	0
1	3	257	internal://	InSatisfiedInterests	0.64	0	0	0
1	3	257	internal://	InTimedOutInterests	0	0	0	0
1	3	257	internal://	OutSatisfiedInterests	0	0	0	0
1	3	257	internal://	OutTimedOutInterests	0	0	0	0
1	3	259	geoFace://	InInterests	0.32	0.010625	0	0
1	3	259	geoFace://	OutInterests	0	0	0	0
1	3	259	geoFace://	InData	0	0	0	0
1	3	259	geoFace://	OutData	0.32	0.330937	0	0
1	3	259	geoFace://	InNacks	0	0	0	0
1	3	259	geoFace://	OutNacks	0	0	0	0
1	3	259	geoFace://	InSatisfiedInterests	0.32	0	0	0
1	3	259	geoFace://	InTimedOutInterests	0	0	0	0
1	3	259	geoFace://	OutSatisfiedInterests	0	0	0	0
1	3	259	geoFace://	OutTimedOutInterests	0	0	0	0
1	3	260	geoFace://	InInterests	0	0	0	0
1	3	260	geoFace://	OutInterests	0	0	0	0
1	3	260	geoFace://	InData	0.96	0.992812	0	0
1	3	260	geoFace://	OutData	0	0	0	0
1	3	260	geoFace://	InNacks	0	0	0	0
1	3	260	geoFace://	OutNacks	0	0	0	0
1	3	260	geoFace://	InSatisfiedInterests	0	0	0	0
1	3	260	geoFace://	InTimedOutInterests	0	0	0	0
1	3	260	geoFace://	OutSatisfiedInterests	0	0	0	0
1	3	260	geoFace://	OutTimedOutInterests	0	0	0	0
1	3	-1	all	SatisfiedInterests	0.96	0	0	0
1	3	-1	all	TimedOutInterests	0	0	0	0
1	4	1	internal://	InInterests	0	0	0	0
1	4	1	internal://	OutInterests	0	0	0	0
1	4	1	internal://	InData	0	0	0	0
1	4	1	internal://	OutData	0	0	0	0
1	4	1	internal://	InNacks	0	0	0	0
1	4	1	internal://	OutNacks	0	0	0	0
1	4	1	internal://	InSatisfiedInterests	0	0	0	0
1	4	1	internal://	InTimedOutInterests	0	0	0	0
1	4	1	internal://	OutSatisfiedInterests	0.64	0	0	0
1	4	1	internal://	OutTimedOutInterests	0	0	0	0
1	4	256	geoFace://	InInterests	0	0	0	0
1	4	256	geoFace://	OutInterests	0.32	0.010625	0	0
1	4	256	geoFace://	InData	0	0	0	0
1	4	256	geoFace://	OutData	0	0	0	0
1	4	256	geoFace://	InNacks	0	0	0	0
1	4	256	geoFace://	OutNacks	0	0	0	0
1	4	256	geoFace://	InSatisfiedInterests	0	0	0	0
1	4	256	geoFace://	InTimedOutInterests	0	0	0	0
1	4	256	geoFace://	OutSatisfiedInterests	0.32	0	0	0
1	4	256	geoFace://	OutTimedOutInterests	0	0	0	0
1	4	257	internal://	InInterests	0	0	0	0
1	4	257	internal://	OutInterests	0	0	0	0
1	4	257	internal://	InData	0	0	0	0
1	4	257	internal://	OutData	0	0	0	0
1	4	257	internal://	InNacks	0	0	0	0
1	4	257	internal://	OutNacks	0	0	0	0
1	4	257	internal://	InSatisfiedInterests	0.64	0	0	0
1	4	257	internal://	InTimedOutInterests	0	0	0	0
1	4	257	internal://	OutSatisfiedInterests	0	0	0	0
1	4	257	internal://	OutTimedOutInterests	0	0	0	0
1	4	259	geoFace://	InInterests	0.32	0.010625	0	0
1	4	259	geoFace://	OutInterests	0	0	0	0
1	4	259	geoFace://	InData	0	0	0	0
1	4	259	geoFace://	OutData	0.32	0.330937	0	0
1	4	259	geoFace://	InNacks	0	0	0	0
1	4	259	geoFace://	OutNacks	0	0	0	0
1	4	259	geoFace://	InSatisfiedInterests	0.32	0	0	0
1	4	259	geoFace://	InTimedOutInterests	0	0	0	0
1	4	259	geoFace://	OutSatisfiedInterests	0	0	0	0
1	4	259	geoFace://	OutTimedOutInterests	0	0	0	0
1	4	260	geoFace://	InInterests	0	0	0	0
1	4	260	geoFace://	OutInterests	0	0	0	0
1	4	260	geoFace://	InData	0.64	0.661875	0	0
1	4	260	geoFace://	OutData	0	0	0	0
1	4	260	geoFace://	InNacks	0	0	0	0
1	4	260	geoFace://	OutNacks	0	0	0	0
1	4	260	geoFace://	InSatisfiedInterests	0	0	0	0
1	4	260	geoFace://	InTimedOutInterests	0	0	0	0
1	4	260	geoFace://	OutSatisfiedInterests	0	0	0	0
1	4	260	geoFace://	OutTimedOutInterests	0	0	0	0
1	4	-1	all	SatisfiedInterests	0.96	0	0	0
1	4	-1	all	TimedOutInterests	0	0	0	0
1	5	1	internal://	InInterests	0	0	0	0
1	5	1	internal://	OutInterests	0	0	0	0
1	5	1	internal://	InData	0	0	0	0
1	5	1	internal://	OutData	0	0	0	0
1	5	1	internal://	InNacks	0	0	0	0
1	5	1	internal://	OutNacks	0	0	0	0
1	5	1	internal://	InSatisfiedInterests	0	0	0	0
1	5	1	internal://	InTimedOutInterests	0	0	0	0
1	5	1	internal://	OutSatisfiedInterests	1.28	0	0	0
1	5	1	internal://	OutTimedOutInterests	0	0	0	0
1	5	2	internal://	InInterests	0	0	0	0
1	5	2	internal://	OutInterests	0	0	0	0
1	5	2	internal://	InData	0	0	0	0
1	5	2	internal://	OutData	0	0	0	0
1	5	2	internal://	InNacks	0	0	0	0
1	5	2	internal://	OutNacks	0	0	0	0
1	5	2	internal://	InSatisfiedInterests	0.64	0	0	0
1	5	2	internal://	InTimedOutInterests	0	0	0	0
1	5	2	internal://	OutSatisfiedInterests	0	0	0	0
1	5	2	internal://	OutTimedOutInterests	0	0	0	0
1	5	257	internal://	InInterests	0	0	0	0
1	5	257	internal://	OutInterests	0	0	0	0
1	5	257	internal://	InData	0	0	0	0
1	5	257	internal://	OutData	0	0	0	0
1	5	257	internal://	InNacks	0	0	0	0
1	5	257	internal://	OutNacks	0	0	0	0
1	5	257	internal://	InSatisfiedInterests	0.64	0	0	0
1	5	257	internal://	InTimedOutInterests	0	0	0	0
1	5	257	internal://	OutSatisfiedInterests	0	0	0	0
1	5	257	internal://	OutTimedOutInterests	0	0	0	0
1	5	259	appFace://	InInterests	0	0	0	0
1	5	259	appFace://	OutInterests	0.32	0.010625	0	0
1	5	259	appFace://	InData	0.32	0.330937	0	0
1	5	259	appFace://	OutData	0	0	0	0
1	5	259	appFace://	InNacks	0	0	0	0
1	5	259	appFace://	OutNacks	0	0	0	0
1	5	259	appFace://	InSatisfiedInterests	0	0	0	0
1	5	259	appFace://	InTimedOutInterests	0	0	0	0
1	5	259	appFace://	OutSatisfiedInterests	0.32	0	0	0
1	5	259	appFace://	OutTimedOutInterests	0	0	0	0
1	5	260	geoFace://	InInterests	0.32	0.010625	0	0
1	5	260	geoFace://	OutInterests	0	0	0	0
1	5	260	geoFace://	InData	0	0	0	0
1	5	260	geoFace://	OutData	0.32	0.330937	0	0
1	5	260	geoFace://	InNacks	0	0	0	0
1	5	260	geoFace://	OutNacks	0	0	0	0
1	5	260	geoFace://	InSatisfiedInterests	0.32	0	0	0
1	5	260	geoFace://	InTimedOutInterests	0	0	0	0
1	5	260	geoFace://	OutSatisfiedInterests	0	0	0	0
1	5	260	geoFace://	OutTimedOutInterests	0	0	0	0
1	5	-1	all	SatisfiedInterests	1.6	0	0	0
1	5	-1	all	TimedOutInterests	0	0	0	0
1.5	0	1	internal://	InInterests	0	0	0	0
1.5	0	1	internal://	OutInterests	0	0	0	0
1.5	0	1	internal://	InData	0	0	0	0
1.5	0	1	internal://	OutData	0	0	0	0
1.5	0	1	internal://	InNacks	0	0	0	0
1.5	0	1	internal://	OutNacks	0	0	0	0
1.5	0	1	internal://	InSatisfiedInterests	0	0	0	0
1.5	0	1	internal://	InTimedOutInterests	0	0	0	0
1.5	0	1	internal://	OutSatisfiedInterests	0.128	0	0	0
1.5	0	1	internal://	OutTimedOutInterests	0	0	0	0
1.5	0	256	geoFace://	InInterests	0	0	0	0
1.5	0	256	geoFace://	OutInterests	0.064	0.002125	0	0
1.5	0	256	geoFace://	InData	0	0	0	0
1.5	0	256	geoFace://	OutData	0	0	0	0
1.5	0	256	geoFace://	InNacks	0	0	0	0
1.5	0	256	geoFace://	OutNacks	0	0	0	0
1.5	0	256	geoFace://	InSatisfiedInterests	0	0	0	0
1.5	0	256	geoFace://	InTimedOutInterests	0	0	0	0
1.5	0	256	geoFace://	OutSatisfiedInterests	0.064	0	0	0
1.5	0	256	geoFace://	OutTimedOutInterests	0	0	0	0
1.5	0	257	internal://	InInterests	0	0	0	0
1.5	0	257	internal://	OutInterests	0	0	0	0
1.5	0	257	internal://	InData	0	0	0	0
1.5	0	257	internal://	OutData	0	0	0	0
1.5	0	257	internal://	InNacks	0	0	0	0
1.5	0	257	internal://	OutNacks	0	0	0	0
1.5	0	257	internal://	InSatisfiedInterests	0.128	0	0	0
1.5	0	257	internal://	InTimedOutInterests	0	0	0	0
1.5	0	257	internal://	OutSatisfiedInterests	0	0	0	0
1.5	0	257	internal://	OutTimedOutInterests	0	0	0	0
1.5	0	259	geoFace://	InInterests	1.664	0.05525	1	0.0332031
1.5	0	259	geoFace://	OutInterests	0	0	0	0
1.5	0	259	geoFace://	InData	0	0	0	0
1.5	0	259	geoFace://	OutData	0.064	0.0661875	0	0
1.5	0	259	geoFace://	InNacks	0	0	0	0
1.5	0	259	geoFace://	OutNacks	0	0	0	0
1.5	0	259	geoFace://	InSatisfiedInterests	0.064	0	0	0
1.5	0	259	geoFace://	InTimedOutInterests	0	0	0	0
1.5	0	259	geoFace://	OutSatisfiedInterests	0	0	0	0
1.5	0	259	geoFace://	OutTimedOutInterests	0	0	0	0
1.5	0	260	geoFace://	InInterests	0	0	0	0
1.5	0	260	geoFace://	OutInterests	1.6	0.053125	1	0.0332031
1.5	0	260	geoFace://	InData	0.128	0.132375	0	0
1.5	0	260	geoFace://	OutData	0	0	0	0
1.5	0	260	geoFace://	InNacks	0	0	0	0
1.5	0	260	geoFace://	OutNacks	0	0	0	0
1.5	0	260	geoFace://	InSatisfiedInterests	0	0	0	0
1.5	0	260	geoFace://	InTimedOutInterests	0	0	0	0
1.5	0	260	geoFace://	OutSatisfiedInterests	0	0	0	0
1.5	0	260	geoFace://	OutTimedOutInterests	0	0	0	0
1.5	0	-1	all	SatisfiedInterests	0.192	0	0	0
1.5	0	-1	all	TimedOutInterests	0	0	0	0
1.5	1	1	internal://	InInterests	0	0	0	0
1.5	1	1	internal://	OutInterests	0	0	0	0
1.5	1	1	internal://	InData	0	0	0	0
1.5	1	1	internal://	OutData	0	0	0	0
1.5	1	1	internal://	InNacks	0	0	0	0
1.5	1	1	internal://	OutNacks	0	0	0	0
1.5	1	1	internal://	InSatisfiedInterests	0	0	0	0
1.5	1	1	internal://	InTimedOutInterests	0	0	0	0
1.5	1	1	internal://	OutSatisfiedInterests	0.128	0	0	0
1.5	1	1	internal://	OutTimedOutInterests	0	0	0	0
1.5	1	256	geoFace://	InInterests	0	0	0	0
1.5	1	256	geoFace://	OutInterests	0.064	0.002125	0	0
1.5	1	256	geoFace://	InData	0	0	0	0
1.5	1	256	geoFace://	OutData	0	0	0	0
1.5	1	256	geoFace://	InNacks	0	0	0	0
1.5	1	256	geoFace://	OutNacks	0	0	0	0
1.5	1	256	geoFace://	InSatisfiedInterests	0	0	0	0
1.5	1	256	geoFace://	InTimedOutInterests	0	0	0	0
1.5	1	256	geoFace://	OutSatisfiedInterests	0.064	0	0	0
1.5	1	256	geoFace://	OutTimedOutInterests	0	0	0	0
1.5	1	257	internal://	InInterests	0	0	0	0
1.5	1	257	internal://	OutInterests	0	0	0	0
1.5	1	257	internal://	InData	0	0	0	0
1.5	1	257	internal://	OutData	0	0	0	0
1.5	1	257	internal://	InNacks	0	0	0	0
1.5	1	257	internal://	OutNacks	0	0	0	0
1.5	1	257	internal://	InSatisfiedInterests	0.128	0	0	0
1.5	1	257	internal://	InTimedOutInterests	0	0	0	0
1.5	1	257	internal://	OutSatisfiedInterests	0	0	0	0
1.5	1	257	internal://	OutTimedOutInterests	0	0	0	0
1.5	1	259	geoFace://	InInterests	1.728	0.057375	1	0.0332031
1.5	1	259	geoFace://	OutInterests	0	0	0	0
1.5	1	259	geoFace://	InData	0	0	0	0
1.5	1	259	geoFace://	OutData	1.728	1.78706	1	1.03418
1.5	1	259	geoFace://	InNacks	0	0	0	0
1.5	1	259	geoFace://	OutNacks	0	0	0	0
1.5	1	259	geoFace://	InSatisfiedInterests	1.664	0	1	0
1.5	1	259	geoFace://	InTimedOutInterests	0	0	0	0
1.5	1	259	geoFace://	OutSatisfiedInterests	0	0	0	0
1.5	1	259	geoFace://	OutTimedOutInterests	0	0	0	0
1.5	1	260	geoFace://	InInterests	0	0	0	0
1.5	1	260	geoFace://	OutInterests	1.6	0.053125	1	0.0332031
1.5	1	260	geoFace://	InData	1.664	1.72088	1	1.03418
1.5	1	260	geoFace://	OutData	0	0	0	0
1.5	1	260	geoFace://	InNacks	0	0	0	0
1.5	1	260	geoFace://	OutNacks	0	0	0	0
1.5	1	260	geoFace://	InSatisfiedInterests	0	0	0	0
1.5	1	260	geoFace://	InTimedOutInterests	0	0	0	0
1.5	1	260	geoFace://	OutSatisfiedInterests	1.6	0	1	0
1.5	1	260	geoFace://	OutTimedOutInterests	0	0	0	0
1.5	1	-1	all	SatisfiedInterests	1.856	0	1	0
1.5	1	-1	all	TimedOutInterests	0	0	0	0
1.5	2	1	internal://	InInterests	0	0	0	0
1.5	2	1	internal://	OutInterests	0	0	0	0
1.5	2	1	internal://	InData	0	0	0	0
1.5	2	1	internal://	OutData	0	0	0	0
1.5	2	1	internal://	InNacks	0	0	0	0
1.5	2	1	internal://	OutNacks	0	0	0	0
1.5	2	1	internal://	InSatisfiedInterests	0	0	0	0
1.5	2	1	internal://	InTimedOutInterests	0	0	0	0
1.5	2	1	internal://	OutSatisfiedInterests	0.192	0	0	0
1.5	2	1	internal://	OutTimedOutInterests	0	0	0	0
1.5	2	256	geoFace://	InInterests	0	0	0	0
1.5	2	256	geoFace://	OutInterests	0.064	0	0	0
1.5	2	256	geoFace://	InData	0	0	0	0
1.5	2	256	geoFace://	OutData	0	0	0	0
1.5	2	256	geoFace://	InNacks	0	0	0	0
1.5	2	256	geoFace://	OutNacks	0	0	0	0
1.5	2	256	geoFace://	InSatisfiedInterests	0	0	0	0
1.5	2	256	geoFace://	InTimedOutInterests	0	0	0	0
1.5	2	256	geoFace://	OutSatisfiedInterests	0.064	0	0	0
1.5	2	256	geoFace://	OutTimedOutInterests	0	0	0	0
1.5	2	257	internal://	InInterests	0	0	0	0
1.5	2	257	internal://	OutInterests	0	0	0	0
1.5	2	257	internal://	InData	0	0	0	0
1.5	2	257	internal://	OutData	0	0	0	0
1.5	2	257	internal://	InNacks	0	0	0	0
1.5	2	257	internal://	OutNacks	0	0	0	0
1.5	2	257	internal://	InSatisfiedInterests	0.192	0	0	0
1.5	2	257	internal://	InTimedOutInterests	0	0	0	0
1.5	2	257	internal://	OutSatisfiedInterests	0	0	0	0
1.5	2	257	internal://	OutTimedOutInterests	0	0	0	0
1.5	2	259	appFace://	InInterests	0.384	0	0	0
1.5	2	259	appFace://	OutInterests	0	0	0	0
1.5	2	259	appFace://	InData	0	0	0	0
1.5	2	259	appFace://	OutData	1.664	1.72088	1	1.03418
1.5	2	259	appFace://	InNacks	0	0	0	0
1.5	2	259	appFace://	OutNacks	0	0	0	0
1.5	2	259	appFace://	InSatisfiedInterests	1.664	0	1	0
1.5	2	259	appFace://	InTimedOutInterests	0	0	0	0
1.5	2	259	appFace://	OutSatisfiedInterests	0	0	0	0
1.5	2	259	appFace://	OutTimedOutInterests	0	0	0	0
1.5	2	260	geoFace://	InInterests	0	0	0	0
1.5	2	260	geoFace://	OutInterests	0.32	0	0	0
1.5	2	260	geoFace://	InData	1.664	1.72088	1	1.03418
1.5	2	260	geoFace://	OutData	0	0	0	0
1.5	2	260	geoFace://	InNacks	0	0	0	0
1.5	2	260	geoFace://	OutNacks	0	0	0	0
1.5	2	260	geoFace://	InSatisfiedInterests	0	0	0	0
1.5	2	260	geoFace://	InTimedOutInterests	0	0	0	0
1.5	2	260	geoFace://	OutSatisfiedInterests	1.6	0	1	0
1.5	2	260	geoFace://	OutTimedOutInterests	0	0	0	0
1.5	2	261	geoFace://	InInterests	0.064	0.002125	0	0
1.5	2	261	geoFace://	OutInterests	0	0	0	0
1.5	2	261	geoFace://	InData	0	0	0	0
1.5	2	261	geoFace://	OutData	0.064	0.0661875	0	0
1.5	2	261	geoFace://	InNacks	0	0	0	0
1.5	2	261	geoFace://	OutNacks	0	0	0	0
1.5	2	261	geoFace://	InSatisfiedInterests	0	0	0	0
1.5	2	261	geoFace://	InTimedOutInterests	0	0	0	0
1.5	2	261	geoFace://	OutSatisfiedInterests	0	0	0	0
1.5	2	261	geoFace://	OutTimedOutInterests	0	0	0	0
1.5	2	-1	all	SatisfiedInterests	1.92	0	1	0
1.5	2	-1	all	TimedOutInterests	0	0	0	0
1.5	3	1	internal://	InInterests	0	0	0	0
1.5	3	1	internal://	OutInterests	0	0	0	0
1.5	3	1	internal://	InData	0	0	0	0
1.5	3	1	internal://	OutData	0	0	0	0
1.5	3	1	internal://	InNacks	0	0	0	0
1.5	3	1	internal://	OutNacks	0	0	0	0
1.5	3	1	internal://	InSatisfiedInterests	0	0	0	0
1.5	3	1	internal://	InTimedOutInterests	0	0	0	0
1.5	3	1	internal://	OutSatisfiedInterests	0.128	0	0	0
1.5	3	1	internal://	OutTimedOutInterests	0	0	0	0
1.5	3	256	geoFace://	InInterests	0	0	0	0
1.5	3	256	geoFace://	OutInterests	0.064	0.002125	0	0
1.5	3	256	geoFace://	InData	0	0	0	0
1.5	3	256	geoFace://	OutData	0	0	0	0
1.5	3	256	geoFace://	InNacks	0	0	0	0
1.5	3	256	geoFace://	OutNacks	0	0	0	0
1.5	3	256	geoFace://	InSatisfiedInterests	0	0	0	0
1.5	3	256	geoFace://	InTimedOutInterests	0	0	0	0
1.5	3	256	geoFace://	OutSatisfiedInterests	0.064	0	0	0
1.5	3	256	geoFace://	OutTimedOutInterests	0	0	0	0
1.5	3	257	internal://	InInterests	0	0	0	0
1.5	3	257	internal://	OutInterests	0	0	0	0
1.5	3	257	internal://	InData	0	0	0	0
1.5	3	257	internal://	OutData	0	0	0	0
1.5	3	257	internal://	InNacks	0	0	0	0
1.5	3	257	internal://	OutNacks	0	0	0	0
1.5	3	257	internal://	InSatisfiedInterests	0.128	0	0	0
1.5	3	257	internal://	InTimedOutInterests	0	0	0	0
1.5	3	257	internal://	OutSatisfiedInterests	0	0	0	0
1.5	3	257	internal://	OutTimedOutInterests	0	0	0	0
1.5	3	259	geoFace://	InInterests	1.664	0.05525	1	0.0332031
1.5	3	259	geoFace://	OutInterests	0	0	0	0
1.5	3	259	geoFace://	InData	0	0	0	0
1.5	3	259	geoFace://	OutData	1.664	1.72088	1	1.03418
1.5	3	259	geoFace://	InNacks	0	0	0	0
1.5	3	259	geoFace://	OutNacks	0	0	0	0
1.5	3	259	geoFace://	InSatisfiedInterests	1.664	0	1	0
1.5	3	259	geoFace://	InTimedOutInterests	0	0	0	0
1.5	3	259	geoFace://	OutSatisfiedInterests	0	0	0	0
1.5	3	259	geoFace://	OutTimedOutInterests	0	0	0	0
1.5	3	260	geoFace://	InInterests	0	0	0	0
1.5	3	260	geoFace://	OutInterests	1.6	0.053125	1	0.0332031
1.5	3	260	geoFace://	InData	1.792	1.85325	1	1.03418
1.5	3	260	geoFace://	OutData	0	0	0	0
1.5	3	260	geoFace://	InNacks	0	0	0	0
1.5	3	260	geoFace://	OutNacks	0	0	0	0
1.5	3	260	geoFace://	InSatisfiedInterests	0	0	0	0
1.5	3	260	geoFace://	InTimedOutInterests	0	0	0	0
1.5	3	260	geoFace://	OutSatisfiedInterests	1.6	0	1	0
1.5	3	260	geoFace://	OutTimedOutInterests	0	0	0	0
1.5	3	-1	all	SatisfiedInterests	1.792	0	1	0
1.5	3	-1	all	TimedOutInterests	0	0	0	0
1.5	4	1	internal://	InInterests	0	0	0	0
1.5	4	1	internal://	OutInterests	0	0	0	0
1.5	4	1	internal://	InData	0	0	0	0
1.5	4	1	internal://	OutData	0	0	0	0
1.5	4	1	internal://	InNacks	0	0	0	0
1.5	4	1	internal://	OutNacks	0	0	0	0
1.5	4	1	internal://	InSatisfiedInterests	0	0	0	0
1.5	4	1	internal://	InTimedOutInterests	0	0	0	0
1.5	4	1	internal://	OutSatisfiedInterests	0.128	0	0	0
1.5	4	1	internal://	OutTimedOutInterests	0	0	0	0
1.5	4	256	geoFace://	InInterests	0	0	0	0
1.5	4	256	geoFace://	OutInterests	0.064	0.002125	0	0
1.5	4	256	geoFace://	InData	0	0	0	0
1.5	4	256	geoFace://	OutData	0	0	0	0
1.5	4	256	geoFace://	InNacks	0	0	0	0
1.5	4	256	geoFace://	OutNacks	0	0	0	0
1.5	4	256	geoFace://	InSatisfiedInterests	0	0	0	0
1.5	4	256	geoFace://	InTimedOutInterests	0	0	0	0
1.5	4	256	geoFace://	OutSatisfiedInterests	0.064	0	0	0
1.5	4	256	geoFace://	OutTimedOutInterests	0	0	0	0
1.5	4	257	internal://	InInterests	0	0	0	0
1.5	4	257	internal://	OutInterests	0	0	0	0
1.5	4	257	internal://	InData	0	0	0	0
1.5	4	257	internal://	OutData	0	0	0	0
1.5	4	257	internal://	InNacks	0	0	0	0
1.5	4	257	internal://	OutNacks	0	0	0	0
1.5	4	257	internal://	InSatisfiedInterests	0.128	0	0	0
1.5	4	257	internal://	InTimedOutInterests	0	0	0	0
1.5	4	257	internal://	OutSatisfiedInterests	0	0	0	0
1.5	4	257	internal://	OutTimedOutInterests	0	0	0	0
1.5	4	259	geoFace://	InInterests	1.664	0.05525	1	0.0332031
1.5	4	259	geoFace://	OutInterests	0	0	0	0
1.5	4	259	geoFace://	InData	0	0	0	0
1.5	4	259	geoFace://	OutData	1.664	1.72088	1	1.03418
1.5	4	259	geoFace://	InNacks	0	0	0	0
1.5	4	259	geoFace://	OutNacks	0	0	0	0
1.5	4	259	geoFace://	InSatisfiedInterests	1.664	0	1	0
1.5	4	259	geoFace://	InTimedOutInterests	0	0	0	0
1.5	4	259	geoFace://	OutSatisfiedInterests	0	0	0	0
1.5	4	259	geoFace://	OutTimedOutInterests	0	0	0	0
1.5	4	260	geoFace://	InInterests	0	0	0	0
1.5	4	260	geoFace://	OutInterests	1.6	0.053125	1	0.0332031
1.5	4	260	geoFace://	InData	1.728	1.78706	1	1.03418
1.5	4	260	geoFace://	OutData	0	0	0	0
1.5	4	260	geoFace://	InNacks	0	0	0	0
1.5	4	260	geoFace://	OutNacks	0	0	0	0
1.5	4	260	geoFace://	InSatisfiedInterests	0	0	0	0
1.5	4	260	geoFace://	InTimedOutInterests	0	0	0	0
1.5	4	260	geoFace://	OutSatisfiedInterests	1.6	0	1	0
1.5	4	260	geoFace://	OutTimedOutInterests	0	0	0	0
1.5	4	-1	all	SatisfiedInterests	1.792	0	1	0
1.5	4	-1	all	TimedOutInterests	0	0	0	0
1.5	5	1	internal://	InInterests	0	0	0	0
1.5	5	1	internal://	OutInterests	0	0	0	0
1.5	5	1	internal://	InData	0	0	0	0
1.5	5	1	internal://	OutData	0	0	0	0
1.5	5	1	internal://	InNacks	0	0	0	0
1.5	5	1	internal://	OutNacks	0	0	0	0
1.5	5	1	internal://	InSatisfiedInterests	0	0	0	0
1.5	5	1	internal://	InTimedOutInterests	0	0	0	0
1.5	5	1	internal://	OutSatisfiedInterests	1.856	0	1	0
1.5	5	1	internal://	OutTimedOutInterests	0	0	0	0
1.5	5	2	internal://	InInterests	0	0	0	0
1.5	5	2	internal://	OutInterests	0	0	0	0
1.5	5	2	internal://	InData	0	0	0	0
1.5	5	2	internal://	OutData	0	0	0	0
1.5	5	2	internal://	InNacks	0	0	0	0
1.5	5	2	internal://	OutNacks	0	0	0	0
1.5	5	2	internal://	InSatisfiedInterests	0.128	0	0	0
1.5	5	2	internal://	InTimedOutInterests	0	0	0	0
1.5	5	2	internal://	OutSatisfiedInterests	0	0	0	0
1.5	5	2	internal://	OutTimedOutInterests	0	0	0	0
1.5	5	257	internal://	InInterests	0	0	0	0
1.5	5	257	internal://	OutInterests	0	0	0	0
1.5	5	257	internal://	InData	0	0	0	0
1.5	5	257	internal://	OutData	0	0	0	0
1.5	5	257	internal://	InNacks	0	0	0	0
1.5	5	257	internal://	OutNacks	0	0	0	0
1.5	5	257	internal://	InSatisfiedInterests	1.728	0	1	0
1.5	5	257	internal://	InTimedOutInterests	0	0	0	0
1.5	5	257	internal://	OutSatisfiedInterests	0	0	0	0
1.5	5	257	internal://	OutTimedOutInterests	0	0	0	0
1.5	5	259	appFace://	InInterests	0	0	0	0
1.5	5	259	appFace://	OutInterests	1.664	0.05525	1	0.0332031
1.5	5	259	appFace://	InData	1.664	1.72088	1	1.03418
1.5	5	259	appFace://	OutData	0	0	0	0
1.5	5	259	appFace://	InNacks	0	0	0	0
1.5	5	259	appFace://	OutNacks	0	0	0	0
1.5	5	259	appFace://	InSatisfiedInterests	0	0	0	0
1.5	5	259	appFace://	InTimedOutInterests	0	0	0	0
1.5	5	259	appFace://	OutSatisfiedInterests	1.664	0	1	0
1.5	5	259	appFace://	OutTimedOutInterests	0	0	0	0
1.5	5	260	geoFace://	InInterests	1.664	0.05525	1	0.0332031
1.5	5	260	geoFace://	OutInterests	0	0	0	0
1.5	5	260	geoFace://	InData	0	0	0	0
1.5	5	260	geoFace://	OutData	1.664	1.72088	1	1.03418
1.5	5	260	geoFace://	InNacks	0	0	0	0
1.5	5	260	geoFace://	OutNacks	0	0	0	0
1.5	5	260	geoFace://	InSatisfiedInterests	1.664	0	1	0
1.5	5	260	geoFace://	InTimedOutInterests	0	0	0	0
1.5	5	260	geoFace://	OutSatisfiedInterests	0	0	0	0
1.5	5	260	geoFace://	OutTimedOutInterests	0	0	0	0
1.5	5	-1	all	SatisfiedInterests	3.52	0	2	0
1.5	5	-1	all	TimedOutInterests	0	0	0	0
2	0	1	internal://	InInterests	0	0	0	0
2	0	1	internal://	OutInterests	0	0	0	0
2	0	1	internal://	InData	0	0	0	0
2	0	1	internal://	OutData	0	0	0	0
2	0	1	internal://	InNacks	0	0	0	0
2	0	1	internal://	OutNacks	0	0	0	0
2	0	1	internal://	InSatisfiedInterests	0	0	0	0
2	0	1	internal://	InTimedOutInterests	0	0	0	0
2	0	1	internal://	OutSatisfiedInterests	0.0256	0	0	0
2	0	1	internal://	OutTimedOutInterests	0	0	0	0
2	0	256	geoFace://	InInterests	0	0	0	0
2	0	256	geoFace://	OutInterests	0.0128	0.000425	0	0
